Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
1757,Quad Sets,Ankle,Muscle Weakness,Wall,3x18,19 min,Medium,Rehabilitation
1758,Neck Stretch,Shoulder,Post Fracture,Wall,3x10,25 min,High,Improve circulation
1759,Ankle Pumps,Leg,Mobility Issue,Resistance Band,2x17,17 min,High,Increase flexibility
1760,Hamstring Curl,Wrist,Muscle Weakness,Wall,4x18,19 min,High,Increase flexibility
1761,Wall Push-Ups,Ankle,Stroke Recovery,Resistance Band,4x16,17 min,Low,Rehabilitation
1762,Shoulder Flexion,Ankle,Stroke Recovery,Mat,5x13,13 min,Low,Increase flexibility
1763,Wall Push-Ups,Wrist,Sports Injury,None,2x11,18 min,High,Improve balance
1764,Bridging,Arm,Mobility Issue,Resistance Band,2x13,12 min,Medium,Improve circulation
1765,Trunk Rotation,Knee,Arthritis,Resistance Band,3x13,5 min,Low,Rehabilitation
1766,Sit to Stand,Ankle,Post Surgery,Dumbbell,5x16,10 min,Low,Improve balance
1767,Lunges,Back,Muscle Weakness,Ball,2x9,18 min,High,Improve circulation
1768,Wrist Flexion,Neck,Muscle Weakness,Chair,5x20,21 min,Medium,Strengthen muscles
1769,Quad Sets,Knee,Arthritis,Wall,2x12,20 min,Medium,Strengthen muscles
1770,Wall Push-Ups,Core,Chronic Pain,Ball,5x14,16 min,Low,Improve circulation
1771,Quad Sets,Core,Post Fracture,Wall,2x20,17 min,Low,Rehabilitation
1772,Arm Circles,Arm,Post Surgery,None,5x14,22 min,Low,Rehabilitation
1773,Shoulder Flexion,Leg,Sports Injury,None,4x20,7 min,High,Improve balance
1774,Quad Sets,Back,Post Fracture,Ball,2x12,24 min,High,Strengthen muscles
1775,Hamstring Curl,Leg,Mobility Issue,Wall,2x19,15 min,Medium,Improve mobility
1776,Hip Abduction,Neck,Sports Injury,Mat,2x10,21 min,Low,Increase flexibility
1777,Sit to Stand,Leg,Muscle Weakness,None,4x9,19 min,Medium,Increase flexibility
1778,Seated Marching,Neck,Arthritis,None,3x18,19 min,Medium,Increase flexibility
1779,Wrist Flexion,Hip,Muscle Weakness,Ball,4x12,9 min,High,Improve balance
1780,Knee Extensions,Knee,Sports Injury,Mat,5x15,25 min,High,Strengthen muscles
1781,Hamstring Curl,Ankle,Sports Injury,Ball,5x18,13 min,Medium,Increase flexibility
1782,Wall Push-Ups,Core,Arthritis,Resistance Band,3x13,10 min,High,Improve circulation
1783,Finger Stretch,Core,Muscle Weakness,Resistance Band,4x15,5 min,High,Improve mobility
1784,Heel Slides,Arm,Post Fracture,Ball,4x11,12 min,Medium,Reduce pain
1785,Bridging,Arm,Sports Injury,Dumbbell,4x14,12 min,High,Improve mobility
1786,Pelvic Tilt,Wrist,Post Fracture,Mat,3x8,5 min,Low,Reduce pain
1787,Hamstring Curl,Ankle,Post Surgery,None,3x15,5 min,Medium,Reduce pain
1788,Bridging,Knee,Chronic Pain,None,2x9,25 min,Medium,Rehabilitation
1789,Heel Slides,Hip,Chronic Pain,Mat,4x9,9 min,Low,Improve mobility
1790,Ankle Pumps,Arm,Post Surgery,Ball,3x8,7 min,Low,Improve mobility
1791,Hamstring Curl,Neck,Stiffness,Mat,4x19,23 min,Medium,Strengthen muscles
1792,Sit to Stand,Neck,Sports Injury,Dumbbell,2x8,20 min,Medium,Improve circulation
1793,Toe Raises,Ankle,Arthritis,Dumbbell,4x16,10 min,High,Strengthen muscles
1794,Heel Slides,Hip,Post Fracture,None,4x20,22 min,Medium,Improve circulation
1795,Hamstring Curl,Hip,Lower Back Pain,Dumbbell,4x17,17 min,Medium,Strengthen muscles
1796,Sit to Stand,Leg,Lower Back Pain,Ball,5x13,22 min,Medium,Increase flexibility
1797,Seated Marching,Shoulder,Muscle Weakness,Resistance Band,5x14,7 min,Low,Reduce pain
1798,Trunk Rotation,Shoulder,Muscle Weakness,Wall,3x19,23 min,High,Reduce pain
1799,Wrist Flexion,Back,Muscle Weakness,Wall,3x12,17 min,Medium,Reduce pain
1800,Lunges,Back,Sports Injury,Chair,2x9,5 min,High,Reduce pain
1801,Bridging,Shoulder,Post Fracture,None,2x11,12 min,Low,Increase flexibility
1802,Seated Marching,Shoulder,Sports Injury,Resistance Band,3x10,18 min,Low,Rehabilitation
1803,Neck Stretch,Shoulder,Lower Back Pain,Dumbbell,4x15,8 min,High,Improve circulation
1804,Ankle Pumps,Neck,Post Fracture,None,5x16,18 min,Medium,Rehabilitation
1805,Wrist Flexion,Knee,Mobility Issue,Resistance Band,5x12,18 min,Low,Improve mobility
1806,Hip Abduction,Leg,Post Fracture,Mat,5x16,8 min,High,Improve circulation
1807,Toe Raises,Leg,Arthritis,Wall,5x17,6 min,High,Improve balance
1808,Wrist Flexion,Neck,Post Surgery,None,5x15,22 min,Medium,Improve circulation
1809,Wall Push-Ups,Ankle,Mobility Issue,Ball,4x20,21 min,Low,Improve balance
1810,Knee Extensions,Arm,Stiffness,Mat,3x15,11 min,High,Improve mobility
1811,Finger Stretch,Ankle,Post Fracture,None,2x11,17 min,Medium,Improve mobility
1812,Heel Slides,Hip,Mobility Issue,Mat,3x18,5 min,Medium,Reduce pain
1813,Hamstring Curl,Neck,Muscle Weakness,Chair,4x15,17 min,Medium,Improve mobility
1814,Neck Stretch,Wrist,Muscle Weakness,Wall,5x11,9 min,Medium,Strengthen muscles
1815,Knee Extensions,Wrist,Post Surgery,Ball,5x13,23 min,Low,Improve balance
1816,Pelvic Tilt,Wrist,Sports Injury,Chair,5x20,7 min,Medium,Increase flexibility
1817,Finger Stretch,Shoulder,Post Surgery,None,4x11,19 min,Medium,Rehabilitation
1818,Wall Push-Ups,Wrist,Muscle Weakness,None,2x14,23 min,Low,Reduce pain
1819,Seated Marching,Knee,Muscle Weakness,Wall,3x17,21 min,Medium,Strengthen muscles
1820,Lunges,Ankle,Post Surgery,Dumbbell,4x16,16 min,Medium,Improve mobility
1821,Trunk Rotation,Neck,Arthritis,None,4x20,9 min,High,Improve mobility
1822,Finger Stretch,Leg,Mobility Issue,Dumbbell,2x13,16 min,Medium,Increase flexibility
1823,Toe Raises,Shoulder,Arthritis,Resistance Band,3x14,13 min,High,Improve mobility
1824,Quad Sets,Shoulder,Muscle Weakness,Resistance Band,4x16,8 min,High,Improve mobility
1825,Knee Extensions,Shoulder,Sports Injury,Wall,5x8,8 min,Low,Strengthen muscles
1826,Finger Stretch,Ankle,Stroke Recovery,Ball,5x18,5 min,High,Improve mobility
1827,Knee Extensions,Back,Mobility Issue,Wall,4x19,13 min,Low,Increase flexibility
1828,Pelvic Tilt,Core,Stiffness,None,4x11,23 min,High,Improve mobility
1829,Calf Raises,Back,Mobility Issue,Ball,4x11,11 min,Medium,Reduce pain
1830,Quad Sets,Shoulder,Lower Back Pain,Wall,2x9,14 min,Low,Improve balance
1831,Shoulder Flexion,Shoulder,Mobility Issue,Dumbbell,4x9,16 min,Medium,Rehabilitation
1832,Pelvic Tilt,Ankle,Post Surgery,Chair,4x8,10 min,Low,Improve balance
1833,Calf Raises,Shoulder,Post Fracture,Resistance Band,4x11,17 min,Medium,Rehabilitation
1834,Ankle Pumps,Leg,Mobility Issue,Dumbbell,2x8,13 min,High,Rehabilitation
1835,Heel Slides,Shoulder,Post Fracture,Wall,4x10,13 min,Low,Increase flexibility
1836,Sit to Stand,Arm,Muscle Weakness,Dumbbell,2x8,11 min,High,Reduce pain
1837,Ankle Pumps,Wrist,Stroke Recovery,Ball,4x13,14 min,Medium,Strengthen muscles
1838,Toe Raises,Hip,Sports Injury,Chair,3x11,8 min,Medium,Rehabilitation
1839,Hip Abduction,Back,Mobility Issue,Dumbbell,2x11,22 min,Medium,Increase flexibility
1840,Ankle Pumps,Arm,Muscle Weakness,Chair,2x19,12 min,Medium,Rehabilitation
1841,Bridging,Leg,Mobility Issue,Ball,5x20,14 min,Medium,Improve mobility
1842,Seated Marching,Shoulder,Sports Injury,Wall,5x19,18 min,Medium,Improve circulation
1843,Arm Circles,Leg,Muscle Weakness,Wall,2x15,11 min,Medium,Improve circulation
1844,Finger Stretch,Arm,Mobility Issue,Mat,2x11,25 min,High,Reduce pain
1845,Hip Abduction,Hip,Stroke Recovery,Resistance Band,2x20,7 min,High,Improve balance
1846,Toe Raises,Core,Stiffness,Wall,3x11,12 min,Low,Improve balance
1847,Seated Marching,Knee,Stiffness,Ball,2x14,19 min,Medium,Improve mobility
1848,Arm Circles,Core,Mobility Issue,Dumbbell,4x11,15 min,Low,Improve circulation
1849,Seated Marching,Core,Mobility Issue,Resistance Band,5x16,23 min,Low,Rehabilitation
1850,Finger Stretch,Ankle,Lower Back Pain,Chair,4x11,14 min,Low,Improve mobility
1851,Seated Marching,Hip,Post Surgery,Dumbbell,4x17,25 min,High,Increase flexibility
1852,Sit to Stand,Back,Muscle Weakness,Dumbbell,4x11,20 min,Low,Reduce pain
1853,Pelvic Tilt,Leg,Stiffness,Ball,4x19,24 min,Medium,Rehabilitation
1854,Wrist Flexion,Back,Stroke Recovery,Ball,3x10,13 min,Medium,Improve balance
1855,Bridging,Neck,Post Surgery,Wall,2x16,21 min,High,Strengthen muscles
1856,Bridging,Wrist,Stroke Recovery,Resistance Band,4x8,20 min,Medium,Improve mobility
1857,Calf Raises,Shoulder,Arthritis,Wall,3x20,5 min,Medium,Increase flexibility
1858,Shoulder Flexion,Core,Mobility Issue,Mat,4x19,18 min,High,Reduce pain
1859,Calf Raises,Leg,Post Surgery,Ball,5x20,23 min,Low,Improve mobility
1860,Seated Marching,Hip,Stroke Recovery,Resistance Band,5x14,21 min,Low,Reduce pain
1861,Wrist Flexion,Leg,Muscle Weakness,None,3x19,10 min,Medium,Improve balance
1862,Wall Push-Ups,Knee,Post Surgery,Dumbbell,2x14,19 min,High,Reduce pain
1863,Hip Abduction,Wrist,Muscle Weakness,None,4x18,12 min,High,Increase flexibility
1864,Neck Stretch,Shoulder,Post Surgery,None,5x12,16 min,Low,Improve circulation
1865,Heel Slides,Leg,Chronic Pain,Ball,2x9,10 min,Medium,Rehabilitation
1866,Wall Push-Ups,Neck,Chronic Pain,Wall,4x17,10 min,High,Strengthen muscles
1867,Bridging,Leg,Mobility Issue,Ball,2x13,13 min,Low,Strengthen muscles
1868,Sit to Stand,Neck,Chronic Pain,Mat,5x9,19 min,Low,Improve balance
1869,Quad Sets,Arm,Chronic Pain,Wall,4x17,13 min,Medium,Improve mobility
1870,Toe Raises,Neck,Sports Injury,Chair,3x15,10 min,Low,Improve mobility
1871,Lunges,Arm,Stroke Recovery,Ball,5x8,21 min,Low,Improve mobility
1872,Neck Stretch,Hip,Post Fracture,None,2x16,11 min,High,Improve mobility
1873,Shoulder Flexion,Back,Stiffness,Chair,2x17,5 min,Medium,Rehabilitation
1874,Shoulder Flexion,Hip,Arthritis,Ball,3x9,18 min,Low,Rehabilitation
1875,Calf Raises,Wrist,Arthritis,None,5x9,12 min,Medium,Strengthen muscles
1876,Heel Slides,Wrist,Muscle Weakness,Ball,2x15,24 min,High,Reduce pain
1877,Shoulder Flexion,Back,Mobility Issue,Dumbbell,4x11,20 min,Medium,Improve circulation
1878,Sit to Stand,Back,Post Fracture,Mat,2x16,18 min,High,Reduce pain
1879,Wall Push-Ups,Core,Arthritis,None,2x10,13 min,Medium,Rehabilitation
1880,Calf Raises,Neck,Sports Injury,Mat,2x20,25 min,Medium,Improve mobility
1881,Ankle Pumps,Leg,Arthritis,Ball,3x9,15 min,Low,Improve circulation
1882,Wrist Flexion,Wrist,Post Surgery,Dumbbell,2x9,7 min,Low,Reduce pain
1883,Finger Stretch,Knee,Chronic Pain,Mat,5x19,19 min,Low,Reduce pain
1884,Heel Slides,Arm,Sports Injury,Resistance Band,2x11,16 min,Medium,Improve balance
1885,Arm Circles,Ankle,Sports Injury,None,2x13,7 min,Low,Improve mobility
1886,Wrist Flexion,Leg,Post Surgery,None,4x11,17 min,High,Rehabilitation
1887,Hip Abduction,Core,Post Surgery,Chair,4x20,16 min,Medium,Strengthen muscles
1888,Knee Extensions,Knee,Lower Back Pain,Wall,2x13,20 min,Medium,Improve circulation
1889,Finger Stretch,Hip,Mobility Issue,Mat,5x9,11 min,High,Increase flexibility
1890,Heel Slides,Shoulder,Lower Back Pain,Ball,3x13,13 min,Low,Improve mobility
1891,Quad Sets,Ankle,Post Fracture,Resistance Band,3x12,17 min,High,Increase flexibility
1892,Knee Extensions,Back,Sports Injury,Chair,4x17,12 min,Medium,Increase flexibility
1893,Wrist Flexion,Knee,Chronic Pain,Wall,4x14,13 min,Low,Reduce pain
1894,Calf Raises,Knee,Stroke Recovery,Ball,3x15,11 min,Low,Improve balance
1895,Finger Stretch,Hip,Sports Injury,None,4x11,13 min,Medium,Rehabilitation
1896,Ankle Pumps,Leg,Stroke Recovery,None,3x17,5 min,Medium,Rehabilitation
1897,Hamstring Curl,Arm,Arthritis,Resistance Band,5x9,9 min,Medium,Strengthen muscles
1898,Seated Marching,Back,Stroke Recovery,Resistance Band,4x20,18 min,Low,Reduce pain
1899,Pelvic Tilt,Neck,Muscle Weakness,Resistance Band,4x20,14 min,Medium,Improve circulation
1900,Heel Slides,Knee,Stiffness,Ball,3x14,17 min,Medium,Reduce pain
1901,Arm Circles,Back,Muscle Weakness,Ball,2x20,13 min,Low,Reduce pain
1902,Seated Marching,Knee,Post Surgery,Wall,5x9,19 min,High,Strengthen muscles
1903,Seated Marching,Back,Muscle Weakness,Chair,5x14,14 min,Medium,Rehabilitation
1904,Lunges,Core,Sports Injury,Ball,2x12,21 min,Low,Rehabilitation
1905,Finger Stretch,Neck,Chronic Pain,Chair,2x14,7 min,Low,Increase flexibility
1906,Knee Extensions,Leg,Post Surgery,Mat,4x13,7 min,Low,Rehabilitation
1907,Lunges,Core,Post Fracture,Ball,3x11,18 min,Medium,Improve circulation
1908,Trunk Rotation,Knee,Stiffness,Dumbbell,2x13,11 min,High,Increase flexibility
1909,Trunk Rotation,Hip,Post Surgery,Mat,5x9,17 min,High,Reduce pain
1910,Sit to Stand,Hip,Muscle Weakness,Ball,4x9,24 min,Low,Improve circulation
1911,Knee Extensions,Wrist,Chronic Pain,Mat,2x16,5 min,Medium,Increase flexibility
1912,Finger Stretch,Arm,Lower Back Pain,None,3x10,6 min,High,Increase flexibility
1913,Wrist Flexion,Arm,Sports Injury,None,4x15,22 min,Medium,Rehabilitation
1914,Quad Sets,Shoulder,Mobility Issue,Ball,4x17,5 min,High,Reduce pain
1915,Calf Raises,Back,Mobility Issue,None,5x8,20 min,Low,Improve circulation
1916,Toe Raises,Wrist,Arthritis,Resistance Band,5x13,8 min,High,Strengthen muscles
1917,Trunk Rotation,Arm,Arthritis,Dumbbell,2x11,20 min,High,Improve circulation
1918,Neck Stretch,Leg,Post Fracture,Ball,3x15,11 min,High,Improve circulation
1919,Wrist Flexion,Leg,Post Fracture,Chair,2x17,5 min,High,Improve circulation
1920,Wall Push-Ups,Neck,Arthritis,Wall,3x8,24 min,High,Strengthen muscles
1921,Arm Circles,Ankle,Stroke Recovery,Mat,4x16,5 min,High,Increase flexibility
1922,Seated Marching,Leg,Arthritis,Chair,5x18,14 min,Medium,Rehabilitation
1923,Pelvic Tilt,Knee,Chronic Pain,Resistance Band,5x15,15 min,High,Strengthen muscles
1924,Bridging,Hip,Muscle Weakness,None,3x13,9 min,High,Increase flexibility
1925,Toe Raises,Core,Post Surgery,Chair,4x20,6 min,High,Rehabilitation
1926,Pelvic Tilt,Back,Post Surgery,Resistance Band,2x10,25 min,Medium,Reduce pain
1927,Hamstring Curl,Back,Lower Back Pain,Mat,4x9,23 min,Medium,Increase flexibility
1928,Neck Stretch,Ankle,Sports Injury,Mat,2x10,23 min,Low,Reduce pain
1929,Hamstring Curl,Neck,Lower Back Pain,Wall,5x9,7 min,High,Reduce pain
1930,Arm Circles,Hip,Chronic Pain,None,2x10,12 min,Medium,Improve mobility
1931,Calf Raises,Arm,Stroke Recovery,Ball,5x8,18 min,Low,Strengthen muscles
1932,Shoulder Flexion,Ankle,Arthritis,Chair,3x15,9 min,High,Strengthen muscles
1933,Sit to Stand,Ankle,Arthritis,Resistance Band,3x20,24 min,High,Reduce pain
1934,Neck Stretch,Shoulder,Stroke Recovery,Wall,5x18,11 min,Medium,Strengthen muscles
1935,Shoulder Flexion,Leg,Arthritis,Dumbbell,4x18,19 min,High,Reduce pain
1936,Arm Circles,Leg,Stiffness,Mat,3x16,20 min,Low,Increase flexibility
1937,Calf Raises,Wrist,Chronic Pain,Mat,4x16,23 min,Low,Improve circulation
1938,Bridging,Neck,Post Fracture,Wall,2x19,9 min,Low,Reduce pain
1939,Wall Push-Ups,Neck,Stroke Recovery,Chair,2x19,13 min,Low,Improve balance
1940,Quad Sets,Core,Lower Back Pain,Mat,5x14,21 min,High,Improve circulation
1941,Neck Stretch,Back,Chronic Pain,Ball,2x8,6 min,Medium,Improve mobility
1942,Hip Abduction,Core,Muscle Weakness,Chair,5x19,21 min,Medium,Rehabilitation
1943,Quad Sets,Leg,Stroke Recovery,Chair,4x11,20 min,High,Rehabilitation
1944,Knee Extensions,Hip,Sports Injury,Mat,2x16,15 min,Low,Improve mobility
1945,Finger Stretch,Arm,Stroke Recovery,Resistance Band,5x8,17 min,Low,Increase flexibility
1946,Quad Sets,Leg,Lower Back Pain,Dumbbell,5x17,19 min,Low,Strengthen muscles
1947,Hip Abduction,Wrist,Post Surgery,Resistance Band,2x14,13 min,Low,Increase flexibility
1948,Bridging,Arm,Sports Injury,Chair,3x12,15 min,Medium,Improve circulation
1949,Quad Sets,Ankle,Mobility Issue,Resistance Band,4x18,7 min,Medium,Rehabilitation
1950,Finger Stretch,Core,Muscle Weakness,Mat,5x11,17 min,Medium,Rehabilitation
1951,Trunk Rotation,Wrist,Sports Injury,Ball,4x12,11 min,High,Reduce pain
1952,Heel Slides,Shoulder,Lower Back Pain,Ball,2x13,14 min,Low,Improve mobility
1953,Lunges,Core,Lower Back Pain,Chair,3x15,10 min,High,Rehabilitation
1954,Pelvic Tilt,Hip,Arthritis,Resistance Band,2x10,18 min,Medium,Improve balance
1955,Pelvic Tilt,Ankle,Lower Back Pain,Mat,2x9,13 min,High,Improve balance
1956,Sit to Stand,Arm,Mobility Issue,Resistance Band,4x16,23 min,Low,Strengthen muscles
1957,Toe Raises,Shoulder,Post Surgery,Dumbbell,3x9,19 min,Low,Reduce pain
1958,Arm Circles,Hip,Sports Injury,Wall,4x14,18 min,Low,Increase flexibility
1959,Seated Marching,Core,Post Surgery,Mat,2x15,15 min,Medium,Reduce pain
1960,Quad Sets,Leg,Mobility Issue,Chair,4x9,15 min,Low,Increase flexibility
1961,Arm Circles,Wrist,Stiffness,Chair,4x19,6 min,Medium,Increase flexibility
1962,Bridging,Shoulder,Post Surgery,Mat,4x8,18 min,Low,Strengthen muscles
1963,Bridging,Hip,Arthritis,Resistance Band,5x14,18 min,Medium,Improve circulation
1964,Trunk Rotation,Shoulder,Arthritis,Resistance Band,4x12,22 min,High,Strengthen muscles
1965,Trunk Rotation,Shoulder,Post Fracture,None,3x15,20 min,Low,Increase flexibility
1966,Seated Marching,Arm,Post Fracture,Chair,4x20,21 min,Low,Rehabilitation
1967,Quad Sets,Back,Sports Injury,Dumbbell,2x9,6 min,Medium,Reduce pain
1968,Sit to Stand,Hip,Lower Back Pain,Wall,3x13,9 min,Medium,Increase flexibility
1969,Neck Stretch,Ankle,Post Surgery,Wall,4x9,6 min,Medium,Improve balance
1970,Quad Sets,Neck,Arthritis,Dumbbell,2x18,6 min,Low,Improve mobility
1971,Toe Raises,Core,Lower Back Pain,Chair,2x18,22 min,High,Improve mobility
1972,Ankle Pumps,Knee,Post Fracture,Chair,4x15,8 min,Low,Improve mobility
1973,Quad Sets,Back,Post Surgery,Wall,5x16,11 min,High,Improve balance
1974,Wall Push-Ups,Hip,Lower Back Pain,None,4x16,13 min,High,Rehabilitation
1975,Pelvic Tilt,Arm,Post Surgery,Wall,3x14,13 min,Medium,Improve balance
1976,Wrist Flexion,Neck,Lower Back Pain,None,5x15,5 min,High,Strengthen muscles
1977,Heel Slides,Shoulder,Lower Back Pain,Mat,2x15,9 min,Medium,Improve mobility
1978,Hip Abduction,Ankle,Post Fracture,Ball,3x14,5 min,Medium,Reduce pain
1979,Wall Push-Ups,Shoulder,Post Surgery,Wall,2x20,6 min,Low,Strengthen muscles
1980,Seated Marching,Neck,Lower Back Pain,Mat,3x20,20 min,Medium,Improve balance
1981,Neck Stretch,Knee,Chronic Pain,Chair,5x16,15 min,Medium,Increase flexibility
1982,Ankle Pumps,Ankle,Muscle Weakness,Wall,4x9,11 min,High,Improve balance
1983,Hamstring Curl,Knee,Sports Injury,None,3x19,13 min,High,Improve mobility
1984,Neck Stretch,Neck,Sports Injury,Mat,3x16,22 min,Low,Rehabilitation
1985,Wall Push-Ups,Hip,Post Fracture,Mat,5x11,21 min,Medium,Rehabilitation
1986,Seated Marching,Wrist,Sports Injury,Ball,4x17,19 min,Low,Improve circulation
1987,Hip Abduction,Core,Post Fracture,Resistance Band,3x20,19 min,Low,Reduce pain
1988,Finger Stretch,Knee,Stiffness,Ball,2x19,20 min,Low,Improve balance
1989,Arm Circles,Arm,Mobility Issue,Ball,5x10,21 min,Low,Improve mobility
1990,Heel Slides,Shoulder,Chronic Pain,Mat,2x14,15 min,High,Rehabilitation
1991,Arm Circles,Core,Lower Back Pain,Mat,4x20,6 min,Low,Rehabilitation
1992,Heel Slides,Arm,Mobility Issue,Resistance Band,2x11,11 min,Low,Strengthen muscles
1993,Heel Slides,Leg,Stroke Recovery,Ball,5x12,8 min,Low,Improve circulation
1994,Quad Sets,Neck,Post Fracture,Dumbbell,5x14,13 min,Low,Improve balance
1995,Shoulder Flexion,Ankle,Stroke Recovery,Chair,5x17,12 min,Low,Rehabilitation
1996,Seated Marching,Knee,Chronic Pain,Chair,5x19,21 min,Medium,Improve mobility
1997,Arm Circles,Arm,Post Fracture,None,2x19,25 min,High,Improve circulation
1998,Calf Raises,Arm,Lower Back Pain,Chair,4x8,7 min,Low,Rehabilitation
1999,Neck Stretch,Arm,Sports Injury,Mat,3x8,8 min,High,Rehabilitation
2000,Knee Extensions,Neck,Lower Back Pain,Chair,5x19,5 min,Low,Improve balance
2001,Hip Abduction,Shoulder,Sports Injury,Resistance Band,3x11,9 min,Low,Strengthen muscles
2002,Quad Sets,Shoulder,Sports Injury,Resistance Band,5x19,12 min,Low,Increase flexibility
2003,Quad Sets,Hip,Muscle Weakness,Ball,4x14,19 min,Low,Strengthen muscles
2004,Neck Stretch,Knee,Post Fracture,Wall,4x10,10 min,Medium,Strengthen muscles
2005,Bridging,Back,Chronic Pain,Wall,3x8,20 min,Low,Improve balance
2006,Hip Abduction,Back,Post Surgery,Ball,2x18,13 min,Low,Increase flexibility
2007,Ankle Pumps,Neck,Lower Back Pain,Ball,3x14,7 min,Low,Increase flexibility
2008,Ankle Pumps,Hip,Chronic Pain,Mat,2x13,10 min,High,Improve circulation
2009,Knee Extensions,Hip,Post Fracture,Ball,5x18,16 min,High,Reduce pain
2010,Calf Raises,Hip,Mobility Issue,Wall,3x10,9 min,Medium,Reduce pain
2011,Finger Stretch,Leg,Lower Back Pain,None,5x13,5 min,Medium,Reduce pain
2012,Knee Extensions,Core,Post Fracture,Chair,5x9,6 min,High,Rehabilitation
2013,Finger Stretch,Core,Chronic Pain,Dumbbell,2x14,14 min,Medium,Improve balance
2014,Knee Extensions,Leg,Arthritis,Mat,5x18,16 min,High,Rehabilitation
2015,Hamstring Curl,Shoulder,Mobility Issue,Wall,3x17,13 min,Low,Strengthen muscles
2016,Wrist Flexion,Ankle,Sports Injury,Mat,3x12,15 min,Low,Improve mobility
2017,Knee Extensions,Ankle,Stroke Recovery,Ball,5x8,17 min,Low,Increase flexibility
2018,Pelvic Tilt,Wrist,Arthritis,Wall,2x10,13 min,Low,Increase flexibility
2019,Finger Stretch,Shoulder,Lower Back Pain,Chair,5x12,10 min,Low,Improve balance
2020,Neck Stretch,Ankle,Chronic Pain,Mat,2x13,10 min,Medium,Increase flexibility
2021,Lunges,Neck,Lower Back Pain,Dumbbell,2x13,20 min,Medium,Improve mobility
2022,Finger Stretch,Core,Lower Back Pain,Mat,4x10,21 min,Low,Increase flexibility
2023,Bridging,Leg,Sports Injury,Ball,5x9,18 min,Medium,Reduce pain
2024,Arm Circles,Wrist,Post Fracture,Mat,5x17,7 min,Medium,Improve balance
2025,Wall Push-Ups,Core,Post Fracture,Wall,3x10,17 min,High,Increase flexibility
2026,Pelvic Tilt,Core,Post Fracture,Dumbbell,5x19,22 min,Low,Improve balance
2027,Heel Slides,Leg,Stroke Recovery,Dumbbell,4x19,25 min,High,Improve mobility
2028,Lunges,Knee,Stroke Recovery,Ball,2x15,22 min,High,Reduce pain
